2000-01-11,Pinnacles National Park,"Pinnacles (#7266; 7,900 ac)",Enlarged,"Clinton, W.",CA,NPS
1908-01-16,Pinnacles National Park,"Pinnacles (#796; 2,060 ac)",Established (FS),"Roosevelt, T.",CA,NPS
1923-05-31,Pipe Springs National Monument,Pipe Springs (#1663; 40 ac),Established (NPS),"Harding, W.",AZ,NPS
2001-01-17,Pompeys Pillar National Monument,Pompey's Pillar (#7396; 51 ac),Established (BLM),"Clinton, W.",MT,BLM
2000-07-07,President Lincoln's Cottage,President Lincoln & Soldiers' Home (#7329; 2.3 ac),Established (ARFH),"Clinton, W.",DC,President Lincoln's Cottage (nonprofit)
2015-02-19,Pullman National Monument,Pullman (#9233; 0.2397 ac),Established (NPS),"Obama, B.",IL,NPS
1910-05-30,Rainbow Bridge National Monument,Rainbow Bridge (#1043; 160 ac),Established (DOI),"Taft, W.",UT,NPS
2017-01-12,Reconstruction Era National Historical Park,Reconstruction Era (#9567; 15.56 ac),Established (NPS),"Obama, B.",SC,NPS
2013-03-25,Rio Grande del Norte National Monument,"Rio Grande del Norte (#8946; 242,555 ac)",Established (BLM),"Obama, B.",NM,BLM
1950-08-03,Rio Grande National Forest,Wheeler,Abolished / Transferred to FS,81st Congress,CO,FS
1908-12-07,Rio Grande National Forest,Wheeler (#831; not calc'd),Established (FS),"Roosevelt, T.",CO,FS
2009-01-06,Rose Atoll Marine National Monument,"Rose Atoll (#8337; 13,451 sq. mi.)",Established (FWS & NOAA),"Bush, G.W.",AS,FWS & NOAA
1961-05-11,Russell Cave National Monument,Russell Cave (#3413; 307.4 ac),Established (NPS),"Kennedy, J.",AL,NPS
1933-03-01,Saguaro National Park,Saguaro (#2032; not calc'd),Established (FS),"Hoover, H.",AZ,NPS
1961-11-15,Saguaro National Park,"Saguaro (#3439; 15,360 ac)",Enlarged,"Kennedy, J.",AZ,NPS
1919-11-25,Salinas Pueblo Missions National Monument,Gran Quivira (#1545; not calc'd),Enlarged,"Wilson, W.",NM,NPS
1909-11-01,Salinas Pueblo Missions National Monument,Gran Quivira (#882; 160 ac),Established (DOI),"Taft, W.",NM,NPS
2014-10-10,San Gabriel Mountains National Monument,"San Gabriel Mountains (#9194; 346,177 ac)",Established (FS),"Obama, B.",CA,FS
2013-03-25,San Juan Islands National Monument,San Juan Islands (#8947; 970 ac),Established (BLM),"Obama, B.","OR, WA",NPS & BLM
2016-02-12,Sand to Snow National Monument,"Sand to Snow (#9396; 154,000 ac)",Established (BLM & FS),"Obama, B.",CA,BLM & FS
1919-12-12,Scotts Bluff National Monument,"Scotts Bluff (#1547; 2,053.83 ac)",Established (NPS),"Wilson, W.",NE,NPS
1932-06-01,Scotts Bluff National Monument,Scotts Bluff (#1999; not calc'd),Enlarged,"Hoover, H.",NE,NPS
1940-03-29,Scotts Bluff National Monument,Scotts Bluff (#2391; 53.34 ac),Enlarged,"Roosevelt, F.",NE,NPS
1952-02-25,Sitka National Historical Park,Sitka (#2965; 54.334 ac),Resurveyed & Enlarged,"Truman, H.",AK,NPS
1910-03-23,Sitka National Historical Park,Sitka (#959; 57 ac),Established (DOI),"Taft, W.",AK,NPS
2001-01-17,Sonoran Desert National Monument,"Sonoran Desert (#7397; 486,149 ac)",Established (BLM),"Clinton, W.",AZ,BLM
1954-05-17,Spirit Mountain Cave,Shoshone Cavern,Abolished / Transferred to WY,83rd Congress,WY,BLM
1977-09-01,Spirit Mountain Cave,Shoshone Cavern,Transferred to BLM,Reverted; see P.L 360,WY,BLM
1909-09-21,Spirit Mountain Cave,Shoshone Cavern (#880; 210 ac),Established (DOI),"Taft, W.",WY,BLM
1924-10-15,Statue of Liberty National Monument,Fort Wood (#1713; 2.5 ac),Established (War Dept),"Coolidge, C.",NY,NPS
1937-09-07,Statue of Liberty National Monument,Fort Wood (#2250; 7.88 ac),Enlarged,"Roosevelt, F.",NY,NPS
1965-05-11,Statue of Liberty National Monument,Fort Wood (#3656; 48 ac),Enlarged,"Johnson, L.",NY,NPS
2016-06-24,Stonewall National Monument,Stonewall (#9465; 0.12 ac),Established (NPS),"Obama, B.",NY,NPS
1930-05-26,Sunset Crater Volcano National Monument,Sunset Crater (#1911; not calc'd),Established (FS),"Hoover, H.",AZ,NPS
1922-10-14,Timpanogos Cave National Monument,Timpanogos Cave (#1640; 250 ac),Established (FS),"Harding, W.",UT,NPS
1962-03-27,Timpanogos Cave National Monument,Timpanogos Cave (#3457; not calc'd),Boundaries Confirmed,"Kennedy, J.",UT,NPS
1955-03-31,Tongass National Forest,"Glacier Bay (#3089; 4,193 water ac and 24,741 land ac)",Diminished,"Eisenhower, D.",AK,FS
1980-12-02,Tongass National Forest,Misty Fjords,Abolished / Transferred to FS,96th Congress,AK,FS
1978-12-01,Tongass National Forest,"Misty Fjords (#4623; 2,285,000 ac)",Established (FS),"Carter, J.",AK,FS
1955-07-26,Tongass National Forest,Old Kasaan,Abolished / Transferred to FS,84th Congress,AK,FS
1916-10-25,Tongass National Forest,Old Kasaan (#1351; 38.3 ac),Established (FS),"Wilson, W.",AK,FS
1937-04-01,Tonto National Monument,Tonto (#2230; 480 ac),Enlarged,"Roosevelt, F.",AZ,NPS
1907-12-19,Tonto National Monument,Tonto (#787; 640 ac),Established (FS),"Roosevelt, T.",AZ,NPS
1958-03-28,Tumacacori National Historical Park,Tumacacori (#3228; 0.15ac),Enlarged,"Eisenhower, D.",AZ,NPS
1908-09-15,Tumacacori National Historical Park,Tumacacori (#821; 10 ac),Established (DOI),"Roosevelt, T.",AZ,NPS
1939-07-25,Tuzigoot National Monument,"Tuzigoot (#2344; 42,665 ac)",Established (NPS),"Roosevelt, F.",AZ,NPS
2001-01-17,Upper Missouri River Breaks National Monument,"Upper Missouri River Breaks (#7398; 377,346 ac)",Established (BLM),"Clinton, W.",MT,BLM
2000-11-09,Vermillion Cliffs National Monument,"Vermillion Cliffs (#7374; 293,000 ac)",Established (BLM),"Clinton, W.",AZ,BLM
2001-01-17,Virgin Islands Coral Reef National Monument,"Virgin Islands Coral Reef (#7399; 12,708 ac)",Established (NPS),"Clinton, W.",VI,NPS
2015-07-10,Waco Mammoth National Monument,Waco Mammoth (#9299; 7.11 ac),Established (NPS),"Obama, B.",TX,NPS
1915-11-30,Walnut Canyon National Monument,Walnut Canyon (#1318; 960 ac),Established (FS),"Wilson, W.",AZ,NPS
1938-09-24,Walnut Canyon National Monument,Walnut Canyon (#2300; 913.16 ac),Enlarged,"Roosevelt, F.",AZ,NPS
1950-08-03,White River National Forest,Holy Cross,Abolished / Transferred to FS,81st Congress,CO,FS
1929-05-11,White River National Forest,"Holy Cross (#1877; 1,392 ac)",Established (FS),"Hoover, H.",CO,FS
1933-01-18,White Sands National Park,White Sands (#2025; not calc'd),Established (NPS),"Hoover, H.",NM,NPS
1934-11-28,White Sands National Park,White Sands (#2108; 158.91 ac),Enlarged,"Roosevelt, F.",NM,NPS
1938-08-29,White Sands National Park,White Sands (#2295; right of way),Diminished,"Roosevelt, F.",NM,NPS
1953-06-24,White Sands National Park,White Sands (#3024; 478.53 ac),Enlarged,"Eisenhower, D.",NM,NPS
1978-12-01,Wrangell-St. Elias National Park & Preserve,"Wrangell-St. Elias (#4625; 10,950,000 ac)",Established (NPS),"Carter, J.",AK,NPS
1924-12-09,Wupatki National Monument,"Wupatki (#1721; 2,234.10 ac)",Established (NPS),"Coolidge, C.",AZ,NPS
1937-07-09,Wupatki National Monument,"Wupatki (#2243; 33,631.20 ac)",Enlarged,"Roosevelt, F.",AZ,NPS
1941-01-22,Wupatki National Monument,Wupatki (#2454; 52.27 ac),Diminished,"Roosevelt, F.",AZ,NPS
1919-12-19,Yucca House National Monument,Yucca House (#1549; 10 ac),Established (NPS),"Wilson, W.",CO,NPS
1978-12-01,Yukon Flats National Wildlife Refuge,"Yukon Flats (#4627; 10,600,000 ac)",Established (FWS),"Carter, J.",AK,FWS
1978-12-01,Yukon-Charley Rivers National Preserve,"Yukon-Charley Rivers (#4626; 1,720,000 ac)",Established (NPS),"Carter, J.",AK,NPS
1909-07-31,Zion National Park,"Mukuntu-weap (#877; 15,200 ac)",Established (DOI),"Taft, W.",UT,NPS
1918-03-18,Zion National Park,"Mukuntu-weap/Zion (#1435; 61,600 ac)",Enlarged,"Wilson, W.",UT,NPS
1937-01-22,Zion National Park,"Zion ""II"" (Kolob Section) (#2221; 49,150 ac)",Established (NPS),"Roosevelt, F.",UT,NPS
